,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Full_Ensembl,Ensembl,_id,entrezgene,name,notfound,symbol
28,ENSG00000134061.4,115.438224409,-2.38277096279,0.40433910487,-5.89300152789,3.79242899363e-09,1.75726733549e-06,ENSG00000134061,ENSG00000134061,4064,4064.0,CD180 molecule,,CD180
29,ENSG00000181467.2,224.943961996,-1.62247429892,0.275392441842,-5.89149901164,3.82707949652e-09,1.75726733549e-06,ENSG00000181467,ENSG00000181467,5912,5912.0,"RAP2B, member of RAS oncogene family",,RAP2B
30,ENSG00000126561.12,199.086520512,1.72983306541,0.294822461547,5.86737203244,4.42756479279e-09,1.96740983938e-06,ENSG000001265612,ENSG000001265612,,,,True,
31,ENSG00000104312.6,262.685601845,1.53622415689,0.263745733393,5.82464078994,5.7235570382e-09,2.46381244379e-06,ENSG00000104312,ENSG00000104312,8767,8767.0,receptor interacting serine/threonine kinase 2,,RIPK2
32,ENSG00000148459.11,40.6810135528,1.70252675565,0.293027148195,5.81013317753,6.24231650596e-09,2.60569423847e-06,ENSG000001484591,ENSG000001484591,,,,True,
33,ENSG00000156384.10,46.7096457171,1.92300518002,0.331390667272,5.80283444869,6.5203162422e-09,2.64168694813e-06,ENSG000001563840,ENSG000001563840,,,,True,
34,ENSG00000165474.5,124.090194021,2.42463602921,0.418589375723,5.79239744206,6.9388698575e-09,2.71932849142e-06,ENSG00000165474,ENSG00000165474,2706,2706.0,gap junction protein beta 2,,GJB2
35,ENSG00000185070.6,23.3065191573,-2.30810312472,0.398747564146,-5.78838175391,7.1067750048e-09,2.71932849142e-06,ENSG00000185070,ENSG00000185070,23768,23768.0,fibronectin leucine rich transmembrane protein 2,,FLRT2
36,ENSG00000125538.7,18194.7369075,2.39990713851,0.415964402481,5.76950124627,7.95064903407e-09,2.96000514714e-06,ENSG00000125538,ENSG00000125538,3553,3553.0,interleukin 1 beta,,IL1B
37,ENSG00000117009.7,223.262053993,1.84476829663,0.321410178471,5.73960757995,9.48961853003e-09,3.43998671714e-06,ENSG00000117009,ENSG00000117009,8564,8564.0,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase),,KMO
38,ENSG00000256594.3,55.2818768324,1.83344753654,0.324210597731,5.65511290923,1.5574385523e-08,5.50095283537e-06,ENSG00000256594,ENSG00000256594,374443,374443.0,C-type lectin domain family 2 member D pseudogene,,LOC374443
39,ENSG00000117036.7,277.623497643,1.12923661922,0.199838496047,5.65074618531,1.59752830688e-08,5.50148810683e-06,ENSG00000117036,ENSG00000117036,2117,2117.0,ETS variant 3,,ETV3
40,ENSG00000166016.4,146.493870257,1.69681712983,0.301034032479,5.63662890823,1.73411238413e-08,5.82619465643e-06,ENSG00000166016,ENSG00000166016,25841,25841.0,ankyrin repeat and BTB domain containing 2,,ABTB2
41,ENSG00000136688.6,34.4598927851,2.78897445352,0.497890750506,5.60157916307,2.12407741431e-08,6.96646818622e-06,ENSG00000136688,ENSG00000136688,56300,56300.0,"interleukin 36, gamma",,IL36G
42,ENSG00000205189.7,82.8117041808,1.83798373135,0.32877551702,5.59039112162,2.26558709333e-08,7.25778190944e-06,ENSG00000205189,ENSG00000205189,65986,65986.0,zinc finger and BTB domain containing 10,,ZBTB10
43,ENSG00000136634.5,26.9496306938,2.14547998718,0.38855408182,5.52170235126,3.35730874329e-08,1.05106654406e-05,ENSG00000136634,ENSG00000136634,3586,3586.0,interleukin 10,,IL10
44,ENSG00000103365.11,186.449506283,-1.32585965331,0.241803210878,-5.48321773104,4.17658452493e-08,1.25070547458e-05,ENSG000001033651,ENSG000001033651,,,,True,
45,ENSG00000137393.8,531.010940386,2.0489026529,0.373482354211,5.48594232044,4.11271086337e-08,1.25070547458e-05,ENSG00000137393,ENSG00000137393,255488,255488.0,ring finger protein 144B,,RNF144B
46,ENSG00000149289.6,294.51122031,1.85667004145,0.340195536235,5.45765550601,4.82462558206e-08,1.41402590198e-05,ENSG00000149289,ENSG00000149289,85463,85463.0,zinc finger CCCH-type containing 12C,,ZC3H12C
47,ENSG00000125384.6,313.27909838,1.39136312646,0.255229382326,5.45142222176,4.99685754488e-08,1.43399401418e-05,ENSG00000125384,ENSG00000125384,5732,5732.0,prostaglandin E receptor 2,,PTGER2
48,ENSG00000169504.10,653.424904961,1.28928200089,0.236820427937,5.44413339726,5.20581979773e-08,1.46347281048e-05,ENSG000001695040,ENSG000001695040,,,,True,
49,ENSG00000197262.8,119.685197406,2.38317168738,0.438127215757,5.43945137776,5.34448922312e-08,1.47240678097e-05,ENSG00000197262,ENSG00000197262,,,,True,
50,ENSG00000056558.6,1441.96371122,2.08590648539,0.385788624481,5.40686363729,6.41379361447e-08,1.7323530792e-05,ENSG00000056558,ENSG00000056558,7185,7185.0,TNF receptor associated factor 1,,TRAF1
51,ENSG00000172493.16,201.421800358,-1.00047161856,0.185735669915,-5.38653463286,7.18290938191e-08,1.83230697659e-05,ENSG000001724936,ENSG000001724936,,,,True,
52,ENSG00000175895.3,161.013617512,1.0463967057,0.194119067243,5.39048904655,7.02661987806e-08,1.83230697659e-05,ENSG00000175895,ENSG00000175895,79666,79666.0,pleckstrin homology and FYVE domain containing 2,,PLEKHF2
53,ENSG00000242048.2,52.9316997673,2.30841311002,0.428375206271,5.3887645135,7.09436895084e-08,1.83230697659e-05,ENSG00000242048,ENSG00000242048,ENSG00000242048,,,,RP13-452N2.1
54,ENSG00000166750.5,198.709572725,2.14067847663,0.398284562989,5.37474628834,7.66905909891e-08,1.89446634995e-05,ENSG00000166750,ENSG00000166750,162394,162394.0,schlafen family member 5,,SLFN5
55,ENSG00000197312.7,103.115583828,-1.27955959764,0.238102681458,-5.37398230798,7.70164178563e-08,1.89446634995e-05,ENSG00000197312,ENSG00000197312,84301,84301.0,DNA damage inducible 1 homolog 2,,DDI2
56,ENSG00000115718.13,13.7245618607,-1.87196473825,0.349331296344,-5.35870893287,8.38187658191e-08,2.02562017396e-05,ENSG000001157183,ENSG000001157183,,,,True,
57,ENSG00000160326.9,454.029310243,1.82744470228,0.341713496842,5.34788563859,8.89876610252e-08,2.11345694935e-05,ENSG00000160326,ENSG00000160326,11182,11182.0,solute carrier family 2 member 6,,SLC2A6
58,ENSG00000100902.6,56.9010110253,1.17744424309,0.220774570163,5.3332421493,9.64745215474e-08,2.21489422386e-05,ENSG00000100902,ENSG00000100902,5687,5687.0,proteasome subunit alpha 6,,PSMA6
59,ENSG00000136478.3,47.9236044339,-1.79833736686,0.337149667334,-5.33394376773,9.6102295044e-08,2.21489422386e-05,ENSG00000136478,ENSG00000136478,55852,55852.0,testis expressed 2,,TEX2
60,ENSG00000261005.1,109.006183006,1.47946816623,0.277763150576,5.32636587382,1.00197205683e-07,2.26265001358e-05,ENSG00000261005,ENSG00000261005,,,,True,
61,ENSG00000109436.7,223.483615208,1.63144837388,0.307661016405,5.30274648684,1.140732866e-07,2.5344508434e-05,ENSG00000109436,ENSG00000109436,23158,23158.0,TBC1 domain family member 9,,TBC1D9
62,ENSG00000070961.10,2927.77349532,1.57198507272,0.296861709861,5.29534466892,1.187921343e-07,2.59739944442e-05,ENSG000000709610,ENSG000000709610,,,,True,
63,ENSG00000115009.7,2496.35011764,2.23324006843,0.421992134456,5.29213671556,1.20895457746e-07,2.60208582884e-05,ENSG00000115009,ENSG00000115009,6364,6364.0,C-C motif chemokine ligand 20,,CCL20
64,ENSG00000023445.9,257.881668116,1.77352683949,0.337495041987,5.25497153689,1.48047365707e-07,3.1374653271e-05,ENSG00000023445,ENSG00000023445,330,330.0,baculoviral IAP repeat containing 3,,BIRC3
65,ENSG00000197442.8,115.068617493,1.45116138342,0.276349986805,5.25117225513,1.51134258662e-07,3.15435517131e-05,ENSG00000197442,ENSG00000197442,4217,4217.0,mitogen-activated protein kinase kinase kinase 5,,MAP3K5
66,ENSG00000151726.9,4301.8272772,1.69811343464,0.32460477179,5.23132616096,1.68298258592e-07,3.46016195837e-05,ENSG00000151726,ENSG00000151726,2180,2180.0,acyl-CoA synthetase long-chain family member 1,,ACSL1
67,ENSG00000110911.10,413.159155055,1.38855063095,0.267359354841,5.19357413836,2.06294735349e-07,4.17898526386e-05,ENSG000001109110,ENSG000001109110,,,,True,
68,ENSG00000125430.4,97.2451254125,1.55037089293,0.29876753155,5.1892214823,2.11175101875e-07,4.2158507657e-05,ENSG00000125430,ENSG00000125430,9953,9953.0,heparan sulfate-glucosamine 3-sulfotransferase 3B1,,HS3ST3B1
69,ENSG00000121989.10,46.4542041206,1.67921814366,0.324263363378,5.17856265404,2.23601979581e-07,4.40016752676e-05,ENSG000001219890,ENSG000001219890,,,,True,
70,ENSG00000102580.10,657.783095964,1.13523536873,0.219501048819,5.17189040708,2.31737493294e-07,4.49094591721e-05,ENSG000001025800,ENSG000001025800,,,,True,
71,ENSG00000124782.15,138.000597533,-1.13027275533,0.218643050663,-5.16948858839,2.34735467179e-07,4.49094591721e-05,ENSG000001247825,ENSG000001247825,,,,True,
72,ENSG00000124496.8,34.091625875,-1.84286108454,0.356960581768,-5.16264590171,2.43483460805e-07,4.5944995515e-05,ENSG00000124496,ENSG00000124496,55809,55809.0,transcriptional regulating factor 1,,TRERF1
73,ENSG00000117868.11,152.706861032,-1.01344869164,0.196874811579,-5.14768082066,2.63726738365e-07,4.90923759591e-05,ENSG000001178681,ENSG000001178681,,,,True,
74,ENSG00000165997.4,202.83123491,1.31548474184,0.25576576897,5.14331822875,2.69927815958e-07,4.95767421976e-05,ENSG00000165997,ENSG00000165997,221079,221079.0,ADP ribosylation factor like GTPase 5B,,ARL5B
75,ENSG00000237732.5,10.2888326486,2.44261034483,0.476228064362,5.12907685965,2.9116645495e-07,5.27739199597e-05,ENSG00000237732,ENSG00000237732,ENSG00000237732,,,,AC010980.2
76,ENSG00000124145.5,200.330898802,1.10280009137,0.216871264133,5.08504478809,3.675393274e-07,6.49083876274e-05,ENSG00000124145,ENSG00000124145,6385,6385.0,syndecan 4,,SDC4
77,ENSG00000257194.2,3.60683909565,2.51130280996,0.493824651079,5.08541403204,3.66824959713e-07,6.49083876274e-05,ENSG00000257194,ENSG00000257194,ENSG00000257194,,,,RP11-567C2.1
78,ENSG00000163874.8,818.028112347,1.52681888861,0.301475427753,5.06448867157,4.09497986672e-07,7.14029717267e-05,ENSG00000163874,ENSG00000163874,80149,80149.0,zinc finger CCCH-type containing 12A,,ZC3H12A
79,ENSG00000157600.7,145.023625265,-0.986201284178,0.196490710825,-5.01907331922,5.19213318378e-07,8.69133896398e-05,ENSG00000157600,ENSG00000157600,84187,84187.0,transmembrane protein 164,,TMEM164
80,ENSG00000162433.10,94.0090612579,1.72269992648,0.342864632139,5.02443169986,5.049254494e-07,8.69133896398e-05,ENSG000001624330,ENSG000001624330,,,,True,
81,ENSG00000175003.8,80.8846439909,1.91991299855,0.382360431401,5.02121255464,5.13463002715e-07,8.69133896398e-05,ENSG00000175003,ENSG00000175003,6580,6580.0,solute carrier family 22 member 1,,SLC22A1
82,ENSG00000179981.9,41.223118148,-1.60938634241,0.320759476241,-5.01742414991,5.23688663529e-07,8.69133896398e-05,ENSG00000179981,ENSG00000179981,10194,10194.0,teashirt zinc finger homeobox 1,,TSHZ1
83,ENSG00000172575.7,22.2165916186,2.05605106718,0.411143212872,5.00081480811,5.7088529034e-07,9.34417646368e-05,ENSG00000172575,ENSG00000172575,10125,10125.0,RAS guanyl releasing protein 1,,RASGRP1
84,ENSG00000178567.5,104.004766555,1.24192381722,0.24844399516,4.99880794632,5.76858225944e-07,9.34417646368e-05,ENSG00000178567,ENSG00000178567,9852,9852.0,EPM2A interacting protein 1,,EPM2AIP1
85,ENSG00000232702.2,51.3353761974,1.46918930128,0.294035389962,4.99664105558,5.83375082306e-07,9.34417646368e-05,ENSG00000232702,ENSG00000232702,ENSG00000232702,,,,RP3-437C15.1
86,ENSG00000115919.10,1281.0798207,1.12016129502,0.224660548656,4.98601691183,6.16367516847e-07,9.75915235008e-05,ENSG000001159190,ENSG000001159190,,,,True,
87,ENSG00000070444.10,72.4490270877,-0.872240586137,0.175311681387,-4.97537060414,6.51229245115e-07,0.000101939577858,ENSG000000704440,ENSG000000704440,,,,True,
88,ENSG00000089057.10,220.655491883,-1.42663071029,0.287653173566,-4.95955143692,7.06561382135e-07,0.000109358236392,ENSG000000890570,ENSG000000890570,,,,True,
89,ENSG00000113721.9,9.45366521822,-1.98984908706,0.402422107834,-4.94468133911,7.62685178497e-07,0.000116733203709,ENSG00000113721,ENSG00000113721,5159,5159.0,platelet derived growth factor receptor beta,,PDGFRB
90,ENSG00000174282.7,60.9174875729,-1.11292309842,0.225391326999,-4.93773701604,7.90343224714e-07,0.000119637120005,ENSG00000174282,ENSG00000174282,57659,57659.0,zinc finger and BTB domain containing 4,,ZBTB4
91,ENSG00000196329.6,32.2966632074,1.76753754049,0.358158951269,4.93506454111,8.01242592862e-07,0.000119968659964,ENSG00000196329,ENSG00000196329,55340,55340.0,"GTPase, IMAP family member 5",,GIMAP5
92,ENSG00000115652.10,171.206923638,1.3752328448,0.279379515795,4.92245410652,8.54656113673e-07,0.000126590193181,ENSG000001156520,ENSG000001156520,,,,True,
93,ENSG00000121807.5,40.5411219041,-2.24371917066,0.457767681679,-4.90143638457,9.51384583768e-07,0.000139418325972,ENSG00000121807,ENSG00000121807,729230,729230.0,C-C motif chemokine receptor 2,,CCR2
94,ENSG00000086300.11,844.964792209,1.51851435075,0.309968688827,4.8989281998,9.63608462127e-07,0.000139723227008,ENSG000000863001,ENSG000000863001,,,,True,
95,ENSG00000158615.8,963.807317308,0.982374725812,0.200840831372,4.89130979543,1.00167161443e-06,0.000143729442592,ENSG00000158615,ENSG00000158615,84919,84919.0,protein phosphatase 1 regulatory subunit 15B,,PPP1R15B
96,ENSG00000049249.4,37.5287154679,1.85501574132,0.380219652819,4.87880026076,1.06733083836e-06,0.000151571982457,ENSG00000049249,ENSG00000049249,3604,3604.0,tumor necrosis factor receptor superfamily member 9,,TNFRSF9
97,ENSG00000158773.10,110.895746128,-0.92954006524,0.190647906998,-4.87568985088,1.08428855917e-06,0.000152408927577,ENSG000001587730,ENSG000001587730,,,,True,
98,ENSG00000115525.12,49.4933985539,-1.63340494662,0.338486667592,-4.82561088221,1.39574783995e-06,0.000194206328236,ENSG000001155252,ENSG000001155252,,,,True,
99,ENSG00000108702.3,6.05396745509,2.49565318344,0.517839208206,4.81935926034,1.44020007511e-06,0.000198387560347,ENSG00000108702,ENSG00000108702,6346,6346.0,C-C motif chemokine ligand 1,,CCL1
100,ENSG00000157625.11,144.699428555,1.01515870707,0.211579080983,4.79801075965,1.60249172633e-06,0.000218557658715,ENSG000001576251,ENSG000001576251,,,,True,
101,ENSG00000232956.4,78.0326611305,1.03878442544,0.216959198366,4.78792525631,1.68514382737e-06,0.000227577021785,ENSG00000232956,ENSG00000232956,ENSG00000232956,,small nucleolar RNA host gene 15,,SNHG15
102,ENSG00000104320.9,1127.06010453,1.58576505793,0.333346006759,4.75711430698,1.96379981134e-06,0.00026169028244,ENSG00000104320,ENSG00000104320,4683,4683.0,nibrin,,NBN
103,ENSG00000130844.12,27.3551883146,-1.61789075632,0.340186730694,-4.75589025186,1.97573788557e-06,0.00026169028244,ENSG000001308442,ENSG000001308442,,,,True,
104,ENSG00000133805.11,1035.31059152,1.59473459723,0.335992654099,4.74633768856,2.07132793937e-06,0.000271738498713,ENSG000001338051,ENSG000001338051,,,,True,
105,ENSG00000006075.11,4384.20418638,1.9944284032,0.421108194614,4.7361424658,2.17824493036e-06,0.000283069093545,ENSG000000060751,ENSG000000060751,,,,True,
106,ENSG00000163655.11,47.4281143025,-1.60969229956,0.340727909322,-4.72427487012,2.30937887101e-06,0.000297305550918,ENSG000001636551,ENSG000001636551,,,,True,
107,ENSG00000175040.4,86.3700979787,1.5463893119,0.327476572636,4.7221372187,2.33379132352e-06,0.000297666439644,ENSG00000175040,ENSG00000175040,9435,9435.0,carbohydrate sulfotransferase 2,,CHST2
108,ENSG00000145901.10,2245.95121054,1.39265656079,0.295712346242,4.70949751841,2.48328237469e-06,0.000313827657902,ENSG000001459010,ENSG000001459010,,,,True,
109,ENSG00000236739.3,11.7288431211,1.65904142371,0.352626227192,4.70481573908,2.54095340663e-06,0.000318196665239,ENSG00000236739,ENSG00000236739,ENSG00000236739,,chloride intracellular channel 4 pseudogene 1,,CLIC4P1
110,ENSG00000107201.5,43.1641068072,1.63863070185,0.349321472423,4.69089601188,2.72011200619e-06,0.000337563449417,ENSG00000107201,ENSG00000107201,23586,23586.0,DEXD/H-box helicase 58,,DDX58
111,ENSG00000148481.9,42.6558585222,1.25156806456,0.267127671218,4.6852804835,2.79576800585e-06,0.000343854502506,ENSG00000148481,ENSG00000148481,80013,80013.0,family with sequence similarity 188 member A,,FAM188A
112,ENSG00000105855.5,253.817547289,1.88120788729,0.401941996824,4.68029691387,2.86459749612e-06,0.000349202039903,ENSG00000105855,ENSG00000105855,3696,3696.0,integrin subunit beta 8,,ITGB8
113,ENSG00000108342.8,191.822481538,2.4676881829,0.528951633277,4.66524352636,3.08251753446e-06,0.000369231991628,ENSG00000108342,ENSG00000108342,1440,1440.0,colony stimulating factor 3,,CSF3
114,ENSG00000196449.3,155.599496273,1.0241221938,0.219455900574,4.6666423237,3.06161601128e-06,0.000369231991628,ENSG00000196449,ENSG00000196449,79693,79693.0,yrdC N6-threonylcarbamoyltransferase domain containing,,YRDC
115,ENSG00000126882.8,43.974649976,-1.70916845235,0.36658087982,-4.66245935466,3.12452810191e-06,0.000371037712102,ENSG00000126882,ENSG00000126882,286336,286336.0,family with sequence similarity 78 member A,,FAM78A
116,ENSG00000122547.6,40.5198555873,-1.41804114091,0.304592532005,-4.65553482738,3.23140774952e-06,0.000380449929485,ENSG00000122547,ENSG00000122547,80820,80820.0,endonuclease/exonuclease/phosphatase family domain containing 1,,EEPD1
117,ENSG00000070759.12,19.9454112584,-1.21897718941,0.262128258872,-4.65030819134,3.31439369746e-06,0.000385963365168,ENSG000000707592,ENSG000000707592,,,,True,
118,ENSG00000155324.5,12.0472789834,2.03262697551,0.437211085033,4.64907465775,3.33427516914e-06,0.000385963365168,ENSG00000155324,ENSG00000155324,65983,65983.0,GRAM domain containing 3,,GRAMD3
119,ENSG00000134955.7,73.4882603979,-1.68967952358,0.363915190932,-4.64305850836,3.4328908537e-06,0.000394067262581,ENSG00000134955,ENSG00000134955,219855,219855.0,solute carrier family 37 member 2,,SLC37A2
120,ENSG00000125149.7,96.141158852,-0.918797619673,0.19845238124,-4.62981403363,3.65994279899e-06,0.000416658777323,ENSG00000125149,ENSG00000125149,80262,80262.0,chromosome 16 open reading frame 70,,C16orf70
121,ENSG00000105875.9,64.5004086192,-1.04473386384,0.226286449502,-4.6168644483,3.89581554867e-06,0.000439875894942,ENSG00000105875,ENSG00000105875,29062,29062.0,WD repeat domain 91,,WDR91
122,ENSG00000035862.8,243.004239061,-0.967858449039,0.20982041397,-4.61279448804,3.97291074241e-06,0.000444933703062,ENSG00000035862,ENSG00000035862,7077,7077.0,TIMP metallopeptidase inhibitor 2,,TIMP2
123,ENSG00000074181.4,44.761995632,-1.63936945474,0.355948217393,-4.60564030001,4.11198636172e-06,0.000456795259135,ENSG00000074181,ENSG00000074181,4854,4854.0,notch 3,,NOTCH3
124,ENSG00000188211.4,163.08080458,1.58631725056,0.345118570483,4.59644129941,4.29767976572e-06,0.000473604310183,ENSG00000188211,ENSG00000188211,374383,374383.0,natural killer cell cytotoxicity receptor 3 ligand 1,,NCR3LG1
125,ENSG00000105928.9,268.572399897,1.72661052531,0.376684017228,4.58371060715,4.56796339495e-06,0.000499394410837,ENSG00000105928,ENSG00000105928,1687,1687.0,"DFNA5, deafness associated tumor suppressor",,DFNA5
126,ENSG00000164400.4,37.4179440328,2.42556081275,0.530238810923,4.57446864088,4.77430107271e-06,0.000517842498241,ENSG00000164400,ENSG00000164400,1437,1437.0,colony stimulating factor 2,,CSF2
127,ENSG00000112096.12,25965.1374158,1.51723090561,0.332351734525,4.56513611333,4.99170354817e-06,0.000534909495866,ENSG000001120962,ENSG000001120962,,,,True,
128,ENSG00000230438.5,24.0053211796,1.87987546254,0.411856238416,4.56439720269,5.00931578706e-06,0.000534909495866,ENSG00000230438,ENSG00000230438,ENSG00000230438,,"serpin peptidase inhibitor, clade B (ovalbumin), member 9, pseudogene 1",,SERPINB9P1
129,ENSG00000085511.15,97.7759260368,1.56970131314,0.344231787231,4.56001267567,5.11505331575e-06,0.00054199891865,ENSG000000855115,ENSG000000855115,,,,True,
130,ENSG00000188786.9,670.259181997,1.34866664895,0.296261051547,4.55229143998,5.30647560266e-06,0.000557990087226,ENSG00000188786,ENSG00000188786,4520,4520.0,metal-regulatory transcription factor 1,,MTF1
131,ENSG00000151014.4,17.8506275712,1.26093448181,0.277389757059,4.54571392677,5.47493567127e-06,0.000571342718725,ENSG00000151014,ENSG00000151014,25819,25819.0,nocturnin,,NOCT
132,ENSG00000176915.10,524.122682624,0.614214720199,0.135520042482,4.53227957247,5.83505521627e-06,0.000604345004542,ENSG000001769150,ENSG000001769150,,,,True,
133,ENSG00000006062.9,33.3280252142,-1.17210005794,0.260727948172,-4.49549066817,6.94097024708e-06,0.000713521381743,ENSG00000006062,ENSG00000006062,9020,9020.0,mitogen-activated protein kinase kinase kinase 14,,MAP3K14
134,ENSG00000109756.4,362.707165529,1.06908556682,0.238323604336,4.48585682395,7.26214979744e-06,0.00074100824785,ENSG00000109756,ENSG00000109756,9693,9693.0,Rap guanine nucleotide exchange factor 2,,RAPGEF2
135,ENSG00000184588.13,355.089656797,1.5296350678,0.34139478865,4.48054603834,7.44523175139e-06,0.000754103436584,ENSG000001845883,ENSG000001845883,,,,True,
136,ENSG00000169925.12,29.5487504827,-1.52476361425,0.341019309777,-4.4711943592,7.77839661598e-06,0.00078209790792,ENSG000001699252,ENSG000001699252,,,,True,
